1,1,3,1,4,4,1,5.0,26.8,1.0,11,0
3,1,1,5,0,1,4,4.9,34.3,4.0,10,1
3,2,0,3,2,2,3,4.4,31.8,2.0,7,1
2,1,2,5,0,2,3,5.2,27.8,3.0,5,1
0,1,1,1,1,2,0,2.25,27.5,1.0,11,1
1,2,2,3,2,4,1,2.85,30.7,3.0,11,1
3,0,2,5,0,0,5,6.5,33.4,4.0,5,0
2,2,1,2,3,2,3,3.6,31.4,2.0,12,0
2,0,3,0,5,5,0,3.25,31.4,4.0,8,1
0,1,1,1,1,1,1,6.0,27.4,2.0,6,0
0,1,4,4,1,3,2,7.0,32.2,3.0,5,0
1,1,0,1,1,2,0,2.375,24.7,1.0,11,1
1,2,2,2,3,5,0,3.75,32.0,3.0,7,0
0,1,4,4,1,3,2,4.65,27.8,2.0,10,0
1,0,4,4,1,3,2,5.1,25.0,3.0,7,0
0,1,4,3,2,3,2,2.35,35.7,2.0,5,0
2,0,3,1,4,3,2,2.85,25.2,4.0,4,1
1,2,2,4,1,2,3,2.85,32.8,2.0,10,0
0,0,5,4,1,4,1,2.45,33.4,2.0,4,0
1,3,1,3,2,3,2,7.2,36.1,3.0,9,0
0,3,2,2,3,4,1,2.0,31.1,2.0,7,1
5,0,0,4,1,1,4,5.0,32.7,2.0,7,0
1,2,2,2,3,3,2,2.65,25.7,2.0,11,1
0,1,4,5,0,1,4,4.1,27.0,3.0,7,0
3,0,2,4,1,4,1,2.1,25.9,1.0,5,1
0,2,3,5,0,2,3,2.95,37.9,3.0,5,0
3,2,0,4,1,1,4,10.2,26.5,5.0,7,1
0,1,4,2,3,3,2,5.0,27.3,2.0,7,0
1,2,2,2,3,4,1,3.7,34.6,3.0,10,1
0,1,4,4,1,3,2,3.7,24.6,3.0,4,1
3,1,1,3,2,3,2,4.55,25.4,3.0,7,1
4,1,0,1,4,2,3,4.9,23.2,3.0,5,0
4,0,1,2,3,1,4,7.4,27.9,2.0,5,0
2,1,2,5,0,1,4,4.6,23.6,3.0,16,1
0,0,5,3,2,3,2,4.8,28.1,2.0,7,1
3,1,1,5,0,1,4,5.3,28.5,4.0,14,1
1,1,3,3,2,4,1,4.3,28.3,4.0,10,0
4,0,1,3,2,2,3,8.1,24.1,2.0,7,0
3,1,1,3,2,3,2,4.15,27.2,2.0,5,1
3,0,2,5,0,2,3,7.65,26.4,4.0,7,1
2,3,0,3,2,2,3,5.3,24.2,2.0,14,1
0,3,2,3,2,2,3,3.55,27.9,1.0,10,0
2,1,2,4,1,4,1,3.85,29.0,2.0,7,1
2,2,1,4,1,1,4,7.2,31.6,3.0,11,0
0,4,1,4,1,0,5,14.6,25.6,4.0,21,1
4,0,1,4,1,3,2,5.8,26.6,3.0,10,0
1,1,3,4,1,3,2,2.75,28.9,2.0,4,1
2,1,2,5,0,2,3,3.9,30.8,2.0,10,0
